INSEE,Commune,Nombre de réponses (après filtrage),Note moyenne,Type de commune,Services et stationnement,Efforts de la Commune,Confort,Securité,Ressenti général
44130,Pont-Saint-Martin,28,2.71,petites villes,2.84,3.02,2.65,2.46,2.72
77171,Esbly,56,2.71,petites villes,2.67,2.58,2.64,2.66,2.96
69277,Genas,90,2.71,petites villes,3.19,2.47,2.37,2.54,2.92
38545,Vif,86,2.71,petites villes,2.79,2.47,2.68,2.54,2.99
35120,Gévezé,11,2.71,petites villes,3.05,2.5,2.67,2.56,2.76
76384,Lillebonne,33,2.7,petites villes,2.76,2.56,2.59,2.59,2.93
39478,Saint-Claude,33,2.69,petites villes,3.12,2.56,2.24,2.6,2.87
72058,Changé,46,2.69,petites villes,2.58,2.72,2.57,2.57,3.0
26324,Saint-Paul-Trois-Châteaux,78,2.69,petites villes,2.78,2.46,2.56,2.54,3.03
78321,Jouars-Pontchartrain,87,2.68,petites villes,2.74,3.21,2.38,2.47,2.75
56169,Plouhinec,66,2.68,petites villes,2.86,2.91,2.52,2.39,2.84
66065,Elne,53,2.68,petites villes,2.86,2.95,2.61,2.34,2.76
78486,Le Perray-en-Yvelines,66,2.67,petites villes,3.17,2.4,2.26,2.57,2.89
77215,Gretz-Armainvilliers,75,2.67,petites villes,2.37,2.63,2.57,2.82,2.92
95394,Méry-sur-Oise,12,2.67,petites villes,2.9,2.58,2.78,2.44,2.68
05023,Briançon,88,2.66,petites villes,3.72,2.2,2.19,2.43,2.75
69112,Lentilly,59,2.66,petites villes,2.99,2.96,2.18,2.38,2.89
76114,Bolbec,53,2.66,petites villes,2.72,2.61,2.38,2.64,2.92
59653,Wavrin,157,2.66,petites villes,2.6,2.6,2.72,2.53,2.87
38509,La Tour-du-Pin,59,2.66,petites villes,3.28,2.25,2.34,2.55,2.82
26057,Bourg-de-Péage,81,2.66,petites villes,3.71,2.42,2.53,2.21,2.56
74280,Thônes,13,2.66,petites villes,2.63,2.83,2.38,2.68,2.76
59011,Annœullin,20,2.65,petites villes,2.65,2.65,2.35,2.7,2.87
37003,Amboise,101,2.65,petites villes,3.57,2.36,2.48,2.27,2.62
31118,Castelnau-d'Estrétefonds,72,2.65,petites villes,2.98,2.63,2.51,2.32,2.83
84137,Vaison-la-Romaine,19,2.65,petites villes,3.33,2.49,2.31,2.47,2.7
50615,Valognes,52,2.65,petites villes,2.65,2.41,2.38,2.55,3.13
34199,Pézenas,70,2.64,petites villes,2.99,2.48,2.38,2.5,2.84
13080,Le Puy-Sainte-Réparade,83,2.64,petites villes,2.58,2.39,2.18,2.78,3.11
91376,Marolles-en-Hurepoix,22,2.64,petites villes,2.92,2.5,2.13,2.57,3.04
85178,Le Poiré-sur-Vie,17,2.63,petites villes,2.66,2.62,2.28,2.56,2.97
63457,Vic-le-Comte,12,2.63,petites villes,2.38,2.75,2.55,2.61,2.85
64495,Saint-Pée-sur-Nivelle,13,2.63,petites villes,3.6,2.6,2.37,2.23,2.5
38314,Pontcharra,63,2.63,petites villes,3.25,2.36,2.36,2.44,2.73
46102,Figeac,75,2.62,petites villes,2.86,2.57,2.08,2.57,2.97
54273,Jarny,61,2.62,petites villes,2.37,2.88,2.37,2.57,2.93
80620,Péronne,75,2.61,petites villes,2.92,2.31,2.31,2.57,2.84
54159,Dombasle-sur-Meurthe,32,2.61,petites villes,2.44,2.59,2.71,2.43,2.86
80016,Albert,17,2.61,petites villes,2.82,2.26,2.34,2.55,2.96
07019,Aubenas,51,2.61,petites villes,3.11,2.52,2.64,2.32,2.56
56101,Languidic,28,2.6,petites villes,2.73,2.44,2.3,2.41,3.08
29105,Landivisiau,24,2.6,petites villes,3.28,2.24,2.12,2.64,2.66
27284,Gisors,55,2.6,petites villes,2.68,2.5,2.44,2.45,2.88
34259,Saint-Georges-d'Orques,94,2.6,petites villes,2.63,2.83,2.35,2.48,2.78
74220,Reignier-Ésery,24,2.6,petites villes,3.02,2.7,2.33,2.46,2.56
45155,Gien,62,2.59,petites villes,2.67,2.66,2.47,2.39,2.78
77379,Provins,64,2.59,petites villes,2.79,2.29,2.27,2.6,2.86
38416,Saint-Marcellin,141,2.58,petites villes,3.13,2.35,2.25,2.43,2.75
30141,Laudun-l'Ardoise,99,2.58,petites villes,2.72,2.2,2.31,2.57,2.96
01427,Trévoux,12,2.58,petites villes,3.22,2.67,2.25,2.25,2.64
01249,Miribel,79,2.58,petites villes,2.96,2.4,2.43,2.43,2.68
32132,Fleurance,62,2.58,petites villes,2.56,2.46,2.22,2.52,3.04
69255,Vaugneray,11,2.57,petites villes,3.15,2.02,2.22,2.59,2.71
29150,Moëlan-sur-Mer,93,2.57,petites villes,3.27,2.19,2.21,2.31,2.82
84138,Valréas,59,2.57,petites villes,2.47,2.32,2.16,2.73,3.0
09261,Saint-Girons,85,2.56,petites villes,3.21,2.28,2.41,2.26,2.66
35049,Cancale,78,2.56,petites villes,3.23,2.23,2.3,2.34,2.71
27467,Pont-Audemer,83,2.56,petites villes,2.9,2.49,2.28,2.44,2.71
63003,Ambert,53,2.56,petites villes,3.16,2.21,1.96,2.55,2.82
81220,Rabastens,66,2.56,petites villes,2.89,2.34,2.47,2.29,2.8
69287,Saint-Bonnet-de-Mure,11,2.56,petites villes,2.45,2.18,2.16,2.79,2.92
61214,L'Aigle,54,2.56,petites villes,2.93,2.25,2.23,2.59,2.72
33080,Cadaujac,111,2.55,petites villes,2.76,2.54,2.31,2.42,2.76
55122,Commercy,18,2.55,petites villes,2.83,2.14,2.3,2.62,2.74
64422,Oloron-Sainte-Marie,79,2.55,petites villes,3.75,2.1,2.17,2.19,2.61
01004,Ambérieu-en-Bugey,24,2.55,petites villes,3.37,2.26,2.1,2.48,2.56
35068,Châteaubourg,97,2.55,petites villes,2.89,2.45,2.42,2.34,2.69
78220,Les Essarts-le-Roi,89,2.55,petites villes,2.66,2.86,2.21,2.37,2.74
78217,Épône,53,2.54,petites villes,2.27,2.42,2.38,2.6,2.95
38547,Villard-Bonnot,51,2.54,petites villes,3.24,2.31,2.45,2.3,2.52
29233,Quimperlé,75,2.54,petites villes,3.3,2.39,1.97,2.32,2.72
95052,Beaumont-sur-Oise,40,2.54,petites villes,2.52,2.57,2.43,2.48,2.71
81140,Lavaur,101,2.54,petites villes,3.24,2.35,2.14,2.26,2.7
60139,Chambly,66,2.53,petites villes,3.0,2.28,2.21,2.4,2.72
10323,Romilly-sur-Seine,28,2.53,petites villes,2.73,2.32,2.26,2.46,2.78
36018,Le Blanc,11,2.53,petites villes,3.42,1.86,1.95,2.53,2.77
45146,La Ferté-Saint-Aubin,18,2.53,petites villes,2.67,2.54,2.3,2.36,2.79
69243,Tarare,66,2.53,petites villes,3.41,2.19,2.07,2.31,2.64
59431,Nieppe,51,2.53,petites villes,2.96,2.1,2.37,2.45,2.71
56177,Pluvigner,10,2.53,petites villes,2.64,2.35,2.6,2.2,2.85
44082,Ligné,23,2.52,petites villes,2.38,2.49,2.65,2.28,2.8
82037,Caussade,13,2.52,petites villes,2.72,2.08,2.08,2.64,2.92
54099,Val de Briey,29,2.51,petites villes,2.17,2.3,2.31,2.73,2.9
43040,Brioude,66,2.51,petites villes,3.01,2.17,1.99,2.5,2.77
27275,Gaillon,36,2.51,petites villes,2.73,2.33,2.2,2.46,2.81
78029,Aubergenville,32,2.51,petites villes,2.07,2.36,2.54,2.55,2.94
29026,Châteaulin,18,2.5,petites villes,2.8,2.32,2.17,2.31,2.86
91200,Dourdan,17,2.5,petites villes,2.38,2.19,2.11,2.68,2.98
34114,Gignac,10,2.5,petites villes,2.84,2.25,2.42,2.43,2.53
57630,Sarrebourg,10,2.5,petites villes,3.08,2.22,2.52,2.28,2.4
35139,Laillé,11,2.49,petites villes,2.56,2.73,2.47,2.17,2.71
31291,Léguevin,139,2.48,petites villes,2.48,2.6,2.28,2.36,2.7
14098,Thue et Mue,86,2.48,petites villes,2.63,2.28,2.24,2.45,2.74
72264,Sablé-sur-Sarthe,81,2.48,petites villes,3.05,2.61,2.35,2.09,2.48
2B096,Corte,11,2.48,petites villes,3.05,1.84,2.18,2.56,2.61
12300,Villefranche-de-Rouergue,59,2.48,petites villes,3.33,2.28,1.64,2.39,2.73
34142,Lodève,45,2.47,petites villes,2.81,2.42,2.32,2.22,2.64
88321,Neufchâteau,19,2.47,petites villes,2.98,2.18,2.06,2.45,2.64
30258,Saint-Gilles,69,2.47,petites villes,2.27,2.51,2.41,2.41,2.77
74224,La Roche-sur-Foron,81,2.47,petites villes,3.27,2.44,2.07,2.17,2.52
56094,Kervignac,69,2.47,petites villes,2.66,2.47,2.16,2.28,2.77
29160,Plabennec,80,2.47,petites villes,2.9,2.07,2.45,2.35,2.61
26166,Loriol-sur-Drôme,75,2.47,petites villes,2.93,2.23,2.15,2.23,2.76
54431,Pont-à-Mousson,98,2.46,petites villes,2.52,2.09,2.5,2.38,2.7
14654,Saint-Pierre-en-Auge,15,2.45,petites villes,2.6,2.13,2.2,2.37,2.82
18207,Saint-Florent-sur-Cher,77,2.45,petites villes,2.2,2.42,2.35,2.41,2.84
14333,Honfleur,65,2.45,petites villes,2.62,2.33,2.34,2.35,2.6
33029,Le Barp,15,2.45,petites villes,2.17,2.07,2.39,2.4,3.06
38422,Saint-Martin-d'Uriage,88,2.44,petites villes,2.83,2.61,2.11,2.22,2.54
08362,Rethel,75,2.44,petites villes,2.78,2.24,2.04,2.45,2.66
95250,Fosses,52,2.44,petites villes,2.33,2.25,2.12,2.5,2.89
28140,Épernon,18,2.44,petites villes,2.9,1.93,2.04,2.44,2.74
84016,Bédarrides,15,2.44,petites villes,2.36,2.12,1.84,2.54,3.14
57160,Creutzwald,20,2.44,petites villes,2.65,2.09,2.18,2.39,2.8
38562,Vizille,65,2.43,petites villes,2.67,2.54,2.28,2.17,2.57
30202,Pont-Saint-Esprit,60,2.43,petites villes,2.8,2.46,2.46,2.1,2.42
97402,Bras-Panon,28,2.43,petites villes,2.16,1.98,2.24,2.52,2.99
13074,Peyrolles-en-Provence,17,2.42,petites villes,2.2,2.37,2.34,2.34,2.76
27448,Pacy-sur-Eure,14,2.41,petites villes,2.76,2.02,2.14,2.52,2.56
54328,Ludres,10,2.41,petites villes,2.66,2.35,2.38,2.37,2.33
31232,Grenade,74,2.41,petites villes,2.55,2.43,2.54,2.1,2.55
27056,Bernay,56,2.41,petites villes,2.85,2.05,2.12,2.29,2.65
81271,Saint-Sulpice-la-Pointe,85,2.4,petites villes,2.61,2.16,2.02,2.42,2.72
53096,Ernée,66,2.4,petites villes,2.72,2.41,2.03,2.33,2.57
34058,Castries,86,2.4,petites villes,2.48,2.38,2.08,2.19,2.83
29051,Ergué-Gabéric,18,2.39,petites villes,2.62,2.32,2.2,2.26,2.59
13050,Lambesc,56,2.39,petites villes,2.81,1.95,1.9,2.37,2.82
49050,Brissac Loire Aubance,10,2.39,petites villes,2.62,2.05,2.14,2.35,2.72
54115,Champigneulles,15,2.38,petites villes,2.21,2.55,2.53,2.23,2.47
37132,Loches,96,2.38,petites villes,3.06,1.96,1.95,2.2,2.68
13035,Eyguières,57,2.38,petites villes,2.43,2.06,2.35,2.31,2.69
84034,Caumont-sur-Durance,36,2.38,petites villes,2.38,2.3,2.15,2.3,2.69
31526,La Salvetat-Saint-Gilles,35,2.37,petites villes,2.42,2.31,2.3,2.29,2.52
45068,Châlette-sur-Loing,15,2.36,petites villes,2.97,2.4,2.03,2.09,2.46
74236,Saint-Gervais-les-Bains,10,2.35,petites villes,2.94,1.92,1.94,2.28,2.62
74282,Fillière,117,2.35,petites villes,2.57,2.29,1.91,2.33,2.65
32160,L'Isle-Jourdain,60,2.35,petites villes,3.28,2.09,1.89,2.09,2.48
83097,Pourrières,60,2.34,petites villes,2.36,1.97,1.76,2.61,2.8
69028,Brindas,18,2.34,petites villes,2.89,2.25,2.12,2.06,2.46
70310,Lure,11,2.34,petites villes,2.44,2.18,2.2,2.24,2.62
54580,Villerupt,11,2.34,petites villes,2.27,2.32,1.96,2.5,2.59
60395,Méru,51,2.33,petites villes,2.35,2.28,2.06,2.32,2.61
31033,Auterive,76,2.33,petites villes,2.97,2.39,1.87,2.09,2.42
13091,Saint-Cannat,86,2.33,petites villes,2.82,2.07,1.97,2.23,2.53
38517,Tullins,60,2.32,petites villes,2.79,1.88,2.13,2.31,2.44
77183,La Ferté-sous-Jouarre,26,2.32,petites villes,2.65,2.12,1.9,2.21,2.68
54397,Neuves-Maisons,56,2.31,petites villes,2.25,2.15,2.47,2.23,2.44
63430,Thiers,63,2.31,petites villes,2.83,2.17,1.69,2.28,2.57
26252,Portes-lès-Valence,10,2.3,petites villes,2.98,1.98,2.12,2.13,2.27
74218,Publier,12,2.29,petites villes,2.87,2.17,2.13,2.0,2.39
34022,Baillargues,61,2.29,petites villes,2.66,2.23,2.1,2.02,2.46
86165,Montmorillon,10,2.28,petites villes,3.12,1.98,1.66,2.28,2.32
41059,Le Controis-en-Sologne,11,2.27,petites villes,2.36,1.82,2.16,2.23,2.68
65059,Bagnères-de-Bigorre,64,2.27,petites villes,2.99,1.81,1.67,2.19,2.6
34079,Clermont-l'Hérault,10,2.27,petites villes,2.78,1.85,1.8,2.27,2.57
56053,Elven,84,2.26,petites villes,2.6,2.18,2.06,2.13,2.38
07319,Le Teil,18,2.26,petites villes,2.67,2.47,1.84,1.99,2.41
69010,L'Arbresle,58,2.25,petites villes,2.93,2.08,1.94,2.04,2.32
66141,Pia,10,2.24,petites villes,2.16,2.28,2.14,2.1,2.57
83049,Cuers,68,2.24,petites villes,2.23,2.1,1.88,2.44,2.49
95652,Viarmes,59,2.24,petites villes,2.22,1.83,1.95,2.46,2.62
26347,Tain-l'Hermitage,27,2.24,petites villes,3.09,1.89,2.16,1.93,2.18
83140,Tourves,12,2.23,petites villes,1.98,2.1,1.73,2.39,2.74
66149,Prades,56,2.23,petites villes,2.51,1.93,1.98,2.14,2.53
78380,Maule,51,2.21,petites villes,2.49,2.09,2.09,2.14,2.29
45338,Villemandeur,10,2.21,petites villes,2.84,1.72,1.9,2.13,2.38
42323,Veauche,70,2.19,petites villes,2.56,1.91,2.0,1.97,2.49
78062,Beynes,74,2.19,petites villes,2.66,2.14,1.72,2.15,2.33
87154,Saint-Junien,41,2.18,petites villes,2.71,1.77,1.87,2.02,2.47
39097,Champagnole,25,2.18,petites villes,2.63,1.77,1.94,1.99,2.49
01262,Montluel,62,2.18,petites villes,2.65,1.85,1.85,2.12,2.38
74119,Évian-les-Bains,19,2.17,petites villes,2.74,2.21,1.97,1.95,2.17
13037,La Fare-les-Oliviers,62,2.17,petites villes,2.07,2.08,1.96,2.19,2.49
77153,Dammartin-en-Goële,51,2.17,petites villes,2.11,1.86,2.07,2.23,2.47
14431,Mézidon Vallée d'Auge,13,2.17,petites villes,2.32,1.94,1.74,2.26,2.51
02738,Tergnier,19,2.16,petites villes,2.04,2.24,1.95,2.12,2.46
64430,Orthez,46,2.16,petites villes,2.63,1.7,1.83,2.11,2.47
42005,Andrézieux-Bouthéon,60,2.16,petites villes,2.7,1.91,1.73,2.01,2.43
13051,Lançon-Provence,57,2.15,petites villes,2.31,2.01,1.83,2.16,2.42
83130,Solliès-Pont,58,2.14,petites villes,2.39,1.98,1.85,2.04,2.42
29174,Plonéour-Lanvern,71,2.12,petites villes,2.52,1.87,1.99,1.93,2.32
30334,Uzès,18,2.09,petites villes,2.64,1.42,1.9,2.11,2.3
83131,Solliès-Toucas,14,2.09,petites villes,2.44,1.8,2.06,1.95,2.15
23096,Guéret,81,2.09,petites villes,2.86,1.7,1.32,2.09,2.42
13033,Ensuès-la-Redonne,13,2.07,petites villes,2.23,2.13,1.85,1.99,2.22
85128,Luçon,19,2.07,petites villes,2.78,1.82,1.83,1.75,2.22
31341,Merville,14,2.07,petites villes,1.83,1.98,2.16,2.07,2.37
60360,Liancourt,54,2.06,petites villes,1.89,1.84,1.87,2.23,2.37
2B050,Calvi,66,2.01,petites villes,3.1,1.56,1.48,1.87,2.05
51662,Witry-lès-Reims,50,1.98,petites villes,1.99,1.68,1.84,1.87,2.43
97206,Le Diamant,12,1.95,petites villes,1.97,1.65,1.48,2.08,2.46
74309,Viry,19,1.84,petites villes,2.4,1.59,1.75,1.63,1.88
57038,Audun-le-Tiche,17,1.75,petites villes,2.12,1.57,1.39,1.72,1.97
83054,La Farlède,28,1.74,petites villes,2.06,1.77,1.39,1.67,1.9
2A247,Porto-Vecchio,13,1.55,petites villes,2.69,1.38,1.02,1.28,1.53
