INSEE,Commune,Nombre de réponses (après filtrage),Note moyenne,Type de commune,Services et stationnement,Efforts de la Commune,Confort,Securité,Ressenti général
33199,Gujan-Mestras,97,3.25,villes moyennes,3.57,3.06,3.12,3.11,3.33
51108,Châlons-en-Champagne,170,3.25,villes moyennes,3.43,3.38,3.11,3.03,3.33
85191,La Roche-sur-Yon,777,3.24,villes moyennes,3.69,3.3,3.22,2.78,3.28
22278,Saint-Brieuc,520,3.24,villes moyennes,4.0,3.27,3.09,2.8,3.14
74081,Cluses,53,3.23,villes moyennes,3.12,3.39,3.23,3.16,3.25
28085,Chartres,395,3.22,villes moyennes,3.57,3.14,3.21,2.94,3.25
62193,Calais,451,3.21,villes moyennes,3.63,3.4,3.05,2.85,3.22
74012,Annemasse,96,3.21,villes moyennes,3.61,3.2,3.31,2.94,3.07
50129,Cherbourg-en-Cotentin,259,3.21,villes moyennes,3.23,3.51,3.27,2.87,3.28
17415,Saintes,347,3.21,villes moyennes,3.75,3.16,3.3,2.68,3.24
88160,Épinal,173,3.21,villes moyennes,4.0,3.48,3.05,2.69,3.05
56260,Vannes,631,3.2,villes moyennes,3.61,3.37,3.11,2.81,3.2
64102,Bayonne,221,3.19,villes moyennes,3.83,3.25,3.18,2.74,3.06
52121,Chaumont,180,3.19,villes moyennes,3.75,3.09,3.05,2.8,3.29
73011,Albertville,115,3.19,villes moyennes,3.6,3.2,3.16,2.86,3.21
49328,Saumur,224,3.18,villes moyennes,3.68,3.13,3.04,2.78,3.3
64445,Pau,951,3.17,villes moyennes,3.59,3.05,3.11,2.84,3.27
55545,Verdun,52,3.17,villes moyennes,3.09,3.13,2.9,3.13,3.47
46042,Cahors,92,3.17,villes moyennes,3.6,3.63,2.93,2.74,3.11
97407,Le Port,56,3.17,villes moyennes,2.52,3.08,2.9,3.42,3.72
49099,Cholet,382,3.17,villes moyennes,3.76,3.22,3.12,2.64,3.24
41018,Blois,317,3.16,villes moyennes,3.59,3.12,3.17,2.82,3.17
25388,Montbéliard,153,3.14,villes moyennes,3.18,3.11,3.6,2.81,3.09
84007,Avignon,469,3.14,villes moyennes,3.36,3.3,3.2,2.75,3.15
29103,Landerneau,155,3.13,villes moyennes,4.04,2.97,2.92,2.68,3.12
97304,Kourou,22,3.13,villes moyennes,2.37,3.43,2.86,3.15,3.68
51230,Épernay,77,3.13,villes moyennes,3.67,3.26,2.96,2.82,3.06
64260,Hendaye,124,3.13,villes moyennes,3.61,3.25,3.38,2.52,3.06
56083,Hennebont,83,3.12,villes moyennes,3.32,3.32,3.02,2.81,3.21
33122,Cestas,103,3.12,villes moyennes,2.8,2.99,2.95,3.26,3.44
19031,Brive-la-Gaillarde,405,3.12,villes moyennes,3.46,3.21,3.27,2.66,3.13
02408,Laon,58,3.11,villes moyennes,3.67,3.36,2.69,2.86,3.07
41269,Vendôme,91,3.11,villes moyennes,3.34,2.93,2.95,2.98,3.3
17299,Rochefort,319,3.1,villes moyennes,3.36,2.9,3.22,2.79,3.24
77053,Brie-Comte-Robert,86,3.1,villes moyennes,2.67,2.99,3.14,3.16,3.45
27375,Louviers,63,3.09,villes moyennes,3.65,3.23,2.92,2.75,3.03
60612,Senlis,106,3.08,villes moyennes,3.13,3.13,3.12,2.8,3.24
62510,Liévin,18,3.07,villes moyennes,3.43,3.1,2.72,2.89,3.23
24322,Périgueux,187,3.06,villes moyennes,3.59,3.09,3.1,2.71,2.93
18033,Bourges,531,3.05,villes moyennes,3.48,3.12,2.97,2.65,3.11
77186,Fontainebleau,84,3.05,villes moyennes,3.6,2.63,3.01,2.75,3.2
29151,Morlaix,198,3.04,villes moyennes,3.62,3.24,2.67,2.64,3.14
81004,Albi,169,3.04,villes moyennes,3.34,2.95,3.12,2.66,3.15
21054,Beaune,55,3.02,villes moyennes,3.43,2.75,2.93,2.86,3.09
30007,Alès,82,3.01,villes moyennes,3.69,3.09,2.81,2.48,3.07
84089,Pertuis,82,3.0,villes moyennes,3.58,3.03,2.85,2.65,2.99
07010,Annonay,69,3.0,villes moyennes,3.74,3.34,2.92,2.43,2.83
01283,Oyonnax,78,3.0,villes moyennes,3.5,2.75,2.91,2.81,2.98
28134,Dreux,62,2.99,villes moyennes,3.48,3.07,2.72,2.71,3.04
49301,Sèvremoine,109,2.99,villes moyennes,3.29,2.85,2.79,2.76,3.24
56178,Pontivy,58,2.99,villes moyennes,3.46,2.94,2.76,2.74,3.12
79191,Niort,614,2.99,villes moyennes,3.85,2.84,2.86,2.51,2.99
12145,Millau,163,2.98,villes moyennes,3.3,3.28,2.83,2.6,3.05
54329,Lunéville,196,2.97,villes moyennes,3.33,2.62,2.97,2.8,3.09
63178,Issoire,83,2.97,villes moyennes,3.4,2.76,2.88,2.67,3.14
08409,Sedan,53,2.97,villes moyennes,2.99,3.13,2.5,2.89,3.29
15014,Aurillac,123,2.96,villes moyennes,3.41,2.81,3.01,2.56,3.02
27681,Vernon,144,2.96,villes moyennes,3.4,2.79,2.72,2.78,3.08
17306,Royan,204,2.96,villes moyennes,3.7,2.8,2.79,2.56,2.98
61001,Alençon,92,2.96,villes moyennes,3.58,2.85,2.63,2.63,3.12
42187,Roanne,219,2.95,villes moyennes,3.36,3.02,2.78,2.59,3.04
42147,Montbrison,143,2.95,villes moyennes,3.4,3.05,2.94,2.52,2.96
38544,Vienne,153,2.95,villes moyennes,3.92,2.85,2.84,2.47,2.81
49244,Mauges-sur-Loire,66,2.94,villes moyennes,3.47,2.61,2.99,2.64,2.98
68297,Saint-Louis,83,2.94,villes moyennes,3.09,3.0,2.64,2.89,3.06
49023,Beaupréau-en-Mauges,61,2.92,villes moyennes,3.15,2.83,2.75,2.6,3.26
35115,Fougères,240,2.92,villes moyennes,3.17,2.97,2.97,2.54,3.04
64024,Anglet,164,2.91,villes moyennes,3.58,2.82,2.89,2.53,2.82
60057,Beauvais,214,2.9,villes moyennes,3.63,2.92,2.53,2.55,2.93
71270,Mâcon,318,2.9,villes moyennes,3.15,2.7,2.95,2.64,3.02
26058,Bourg-lès-Valence,76,2.89,villes moyennes,3.44,2.54,2.58,2.74,3.06
57672,Thionville,88,2.89,villes moyennes,3.48,2.62,2.78,2.71,2.84
38053,Bourgoin-Jallieu,106,2.89,villes moyennes,3.66,2.67,2.82,2.54,2.84
24037,Bergerac,60,2.89,villes moyennes,3.36,2.6,2.72,2.75,2.97
49069,Orée d'Anjou,50,2.89,villes moyennes,3.15,2.61,2.75,2.7,3.16
84129,Sorgues,53,2.87,villes moyennes,2.71,2.89,2.84,2.8,3.07
35360,Vitré,90,2.87,villes moyennes,3.0,2.84,2.87,2.61,3.05
62160,Boulogne-sur-Mer,105,2.87,villes moyennes,3.42,2.94,2.69,2.55,2.84
59043,Bailleul,94,2.87,villes moyennes,3.13,2.96,2.76,2.62,2.98
63300,Riom,87,2.86,villes moyennes,3.49,2.84,2.77,2.42,2.84
14762,Vire Normandie,56,2.85,villes moyennes,3.02,2.71,2.81,2.65,3.04
35288,Saint-Malo,412,2.85,villes moyennes,3.48,2.84,2.71,2.41,2.92
34145,Lunel,87,2.85,villes moyennes,3.02,3.0,2.89,2.59,2.84
39300,Lons-le-Saunier,70,2.85,villes moyennes,3.22,2.83,2.59,2.63,3.0
47001,Agen,95,2.85,villes moyennes,3.39,2.63,2.84,2.46,2.98
59017,Armentières,117,2.83,villes moyennes,3.08,2.89,2.92,2.54,2.84
10387,Troyes,222,2.81,villes moyennes,3.55,2.56,2.66,2.49,2.83
34301,Sète,215,2.81,villes moyennes,3.26,2.68,3.01,2.56,2.65
82121,Montauban,447,2.81,villes moyennes,3.5,2.63,2.72,2.35,2.91
85047,Challans,59,2.81,villes moyennes,3.07,2.51,2.51,2.72,3.11
26281,Romans-sur-Isère,175,2.8,villes moyennes,3.73,2.22,2.55,2.48,2.96
59392,Maubeuge,89,2.8,villes moyennes,2.81,2.96,2.64,2.62,3.03
36044,Châteauroux,158,2.8,villes moyennes,3.05,2.88,2.29,2.75,2.98
62119,Béthune,128,2.8,villes moyennes,3.72,2.65,2.49,2.35,2.83
71153,Le Creusot,66,2.8,villes moyennes,3.12,3.07,2.35,2.54,2.98
77350,Ozoir-la-Ferrière,53,2.8,villes moyennes,2.68,2.67,2.71,2.77,3.09
29232,Quimper,435,2.79,villes moyennes,3.46,2.97,2.77,2.24,2.72
50502,Saint-Lô,155,2.79,villes moyennes,3.49,2.83,2.44,2.39,2.88
16015,Angoulême,175,2.79,villes moyennes,3.62,2.63,2.45,2.44,2.85
02168,Château-Thierry,58,2.78,villes moyennes,3.17,3.0,2.36,2.55,2.9
58194,Nevers,327,2.78,villes moyennes,3.61,2.64,2.57,2.31,2.88
49307,Loire-Authion,92,2.78,villes moyennes,3.13,2.77,2.44,2.49,3.06
47323,Villeneuve-sur-Lot,65,2.77,villes moyennes,3.4,2.39,2.52,2.56,2.93
74243,Saint-Julien-en-Genevois,86,2.77,villes moyennes,3.3,2.89,2.74,2.36,2.72
45208,Montargis,64,2.76,villes moyennes,3.3,2.54,2.54,2.56,2.88
74256,Sallanches,95,2.76,villes moyennes,3.33,2.41,2.65,2.54,2.81
13103,Salon-de-Provence,191,2.76,villes moyennes,3.21,2.68,2.69,2.43,2.85
60159,Compiègne,143,2.75,villes moyennes,3.18,2.59,2.48,2.6,2.9
05061,Gap,234,2.75,villes moyennes,3.38,2.4,2.62,2.44,2.88
42279,Saint-Just-Saint-Rambert,89,2.74,villes moyennes,2.96,2.89,2.58,2.54,2.78
79049,Bressuire,110,2.74,villes moyennes,2.99,2.79,2.49,2.47,2.97
03190,Moulins,58,2.74,villes moyennes,3.66,2.52,2.28,2.48,2.8
47157,Marmande,62,2.74,villes moyennes,3.13,2.67,2.74,2.42,2.79
84087,Orange,55,2.73,villes moyennes,3.0,2.66,2.53,2.65,2.82
89024,Auxerre,146,2.73,villes moyennes,3.44,2.31,2.49,2.51,2.86
22093,Lamballe-Armor,96,2.73,villes moyennes,3.36,2.6,2.62,2.29,2.89
02722,Soissons,107,2.73,villes moyennes,3.34,2.72,2.16,2.55,2.91
33243,Libourne,105,2.72,villes moyennes,3.69,2.71,2.32,2.28,2.69
60176,Crépy-en-Valois,50,2.71,villes moyennes,3.23,2.46,2.34,2.65,2.85
81065,Castres,59,2.71,villes moyennes,3.36,2.51,2.27,2.52,2.83
04070,Digne-les-Bains,85,2.71,villes moyennes,3.25,2.36,2.02,2.71,3.08
49218,Montrevault-sur-Èvre,68,2.71,villes moyennes,2.71,2.81,2.42,2.53,3.1
61169,Flers,90,2.7,villes moyennes,3.37,2.89,2.53,2.23,2.68
31424,Plaisance-du-Touch,108,2.7,villes moyennes,2.61,2.49,2.53,2.67,3.05
77131,Coulommiers,60,2.7,villes moyennes,2.78,2.66,2.42,2.57,3.03
03185,Montluçon,67,2.69,villes moyennes,3.2,2.67,2.47,2.37,2.79
40088,Dax,62,2.68,villes moyennes,3.25,2.6,2.38,2.35,2.81
26198,Montélimar,514,2.67,villes moyennes,3.0,2.77,2.54,2.37,2.77
40192,Mont-de-Marsan,217,2.67,villes moyennes,3.1,2.53,2.67,2.33,2.79
71306,Montceau-les-Mines,57,2.67,villes moyennes,3.19,2.68,2.15,2.56,2.82
49092,Chemillé-en-Anjou,67,2.67,villes moyennes,3.16,2.43,2.51,2.39,2.89
04112,Manosque,92,2.67,villes moyennes,2.97,2.63,2.48,2.5,2.78
70550,Vesoul,29,2.67,villes moyennes,2.85,2.69,2.48,2.47,2.87
29039,Concarneau,266,2.66,villes moyennes,3.2,2.46,2.56,2.28,2.83
60463,Nogent-sur-Oise,57,2.66,villes moyennes,2.92,2.78,2.44,2.44,2.81
89387,Sens,86,2.66,villes moyennes,2.77,2.5,2.73,2.48,2.8
59526,Saint-Amand-les-Eaux,83,2.66,villes moyennes,2.93,2.58,2.42,2.49,2.86
76259,Fécamp,60,2.65,villes moyennes,3.28,2.29,2.38,2.47,2.78
91386,Mennecy,13,2.64,villes moyennes,2.43,2.73,2.34,2.71,2.87
27229,Évreux,296,2.63,villes moyennes,3.22,2.64,2.39,2.25,2.73
84035,Cavaillon,61,2.62,villes moyennes,3.23,2.23,2.35,2.46,2.81
59295,Hazebrouck,34,2.62,villes moyennes,2.91,2.6,2.41,2.36,2.82
71076,Chalon-sur-Saône,246,2.62,villes moyennes,2.94,2.33,2.53,2.51,2.77
54528,Toul,85,2.61,villes moyennes,3.14,2.23,2.31,2.54,2.76
78517,Rambouillet,310,2.59,villes moyennes,2.96,2.28,2.18,2.52,2.9
19272,Tulle,54,2.59,villes moyennes,3.23,2.59,2.11,2.4,2.69
32013,Auch,83,2.56,villes moyennes,3.37,2.46,2.44,2.1,2.54
65440,Tarbes,298,2.54,villes moyennes,3.35,2.35,2.13,2.24,2.65
74281,Thonon-les-Bains,108,2.54,villes moyennes,3.23,2.2,2.44,2.17,2.67
41194,Romorantin-Lanthenay,114,2.53,villes moyennes,2.74,2.14,2.39,2.42,2.86
97413,Saint-Leu,65,2.53,villes moyennes,3.15,1.85,2.22,2.55,2.72
55029,Bar-le-Duc,105,2.5,villes moyennes,3.09,2.3,2.11,2.38,2.61
25462,Pontarlier,80,2.5,villes moyennes,3.14,2.37,2.22,2.21,2.59
83050,Draguignan,74,2.5,villes moyennes,2.72,2.61,2.56,2.16,2.56
76217,Dieppe,194,2.5,villes moyennes,3.11,2.29,2.46,2.12,2.59
84054,L'Isle-sur-la-Sorgue,61,2.49,villes moyennes,3.23,2.05,2.35,2.26,2.55
77305,Montereau-Fault-Yonne,52,2.49,villes moyennes,2.8,2.24,2.35,2.39,2.65
84031,Carpentras,93,2.48,villes moyennes,2.89,2.3,2.29,2.28,2.63
14366,Lisieux,131,2.47,villes moyennes,3.15,2.71,2.07,2.09,2.47
62498,Lens,43,2.47,villes moyennes,3.26,2.09,2.1,2.35,2.51
09225,Pamiers,73,2.47,villes moyennes,2.92,2.49,2.41,2.17,2.47
13108,Tarascon,26,2.46,villes moyennes,2.28,2.32,2.52,2.38,2.79
16102,Cognac,227,2.44,villes moyennes,3.01,2.22,2.19,2.19,2.61
91223,Étampes,54,2.44,villes moyennes,2.64,2.0,2.24,2.5,2.72
13063,Miramas,84,2.43,villes moyennes,2.52,2.47,2.1,2.31,2.75
11262,Narbonne,340,2.42,villes moyennes,3.1,2.35,2.3,1.98,2.5
83061,Fréjus,91,2.41,villes moyennes,2.77,2.25,2.19,2.28,2.55
88413,Saint-Dié-des-Vosges,124,2.4,villes moyennes,2.9,2.14,1.95,2.33,2.64
81099,Gaillac,133,2.39,villes moyennes,3.4,1.9,1.76,2.24,2.61
2B033,Bastia,74,2.39,villes moyennes,2.82,2.53,2.24,1.97,2.5
13004,Arles,197,2.37,villes moyennes,2.9,1.99,2.27,2.15,2.54
11069,Carcassonne,122,2.37,villes moyennes,3.28,2.26,2.09,1.95,2.4
38563,Voiron,153,2.36,villes moyennes,3.17,2.11,2.01,2.1,2.49
60175,Creil,100,2.36,villes moyennes,2.59,2.31,2.03,2.37,2.53
59606,Valenciennes,160,2.33,villes moyennes,2.81,2.16,2.25,2.13,2.35
57227,Forbach,113,2.32,villes moyennes,2.55,2.09,2.25,2.23,2.47
12202,Rodez,106,2.31,villes moyennes,3.04,2.15,1.83,2.08,2.5
30032,Beaucaire,57,2.3,villes moyennes,2.5,1.9,2.42,2.19,2.48
02691,Saint-Quentin,223,2.29,villes moyennes,2.57,2.35,2.0,2.13,2.45
43157,Le Puy-en-Velay,173,2.28,villes moyennes,3.04,2.09,2.2,1.95,2.21
30028,Bagnols-sur-Cèze,87,2.27,villes moyennes,2.54,2.34,2.02,2.03,2.5
59122,Cambrai,62,2.25,villes moyennes,2.43,2.13,1.98,2.18,2.48
74225,Rumilly,65,2.24,villes moyennes,2.55,2.12,2.09,2.04,2.44
57606,Saint-Avold,60,2.22,villes moyennes,2.93,1.9,1.79,2.09,2.38
80001,Abbeville,187,2.19,villes moyennes,2.85,1.9,1.9,1.98,2.32
97420,Sainte-Suzanne,16,2.19,villes moyennes,1.96,2.09,2.24,2.25,2.35
2A004,Ajaccio,438,2.19,villes moyennes,3.29,2.07,1.83,1.77,2.14
83023,Brignoles,38,2.16,villes moyennes,2.28,2.14,1.88,2.0,2.51
01033,Valserhône,85,2.15,villes moyennes,2.51,1.98,1.94,2.08,2.28
83107,Roquebrune-sur-Argens,68,2.13,villes moyennes,2.43,1.98,1.94,1.97,2.36
34032,Béziers,139,2.09,villes moyennes,2.58,1.78,1.83,2.01,2.25
83116,Saint-Maximin-la-Sainte-Baume,82,2.07,villes moyennes,2.66,1.76,1.63,1.97,2.29
97412,Saint-Joseph,35,2.07,villes moyennes,2.07,1.84,1.95,2.14,2.31
06083,Menton,82,2.06,villes moyennes,2.93,1.99,1.55,1.83,2.11
97302,Cayenne,83,2.01,villes moyennes,2.27,1.73,1.64,1.96,2.37
97422,Le Tampon,76,1.98,villes moyennes,2.36,1.53,1.51,2.12,2.29
97222,Le Robert,14,1.96,villes moyennes,2.16,1.59,1.47,1.99,2.43
97207,Ducos,14,1.96,villes moyennes,2.37,1.75,1.59,1.99,2.11
97311,Saint-Laurent-du-Maroni,66,1.95,villes moyennes,2.18,1.73,1.64,1.87,2.3
97213,Le Lamentin,66,1.94,villes moyennes,2.06,1.77,1.47,2.02,2.29
97410,Saint-Benoît,22,1.91,villes moyennes,1.49,1.69,1.84,2.08,2.36
97409,Saint-André,21,1.83,villes moyennes,1.81,1.46,1.63,2.04,2.09
97611,Mamoudzou,17,1.79,villes moyennes,1.59,1.65,1.41,2.11,2.13
97209,Fort-de-France,43,1.64,villes moyennes,1.88,1.38,1.25,1.62,2.03
