INSEE,Commune,Nombre de réponses (après filtrage),Note moyenne,Type de commune,Services et stationnement,Efforts de la Commune,Confort,Securité,Ressenti général
07010,Annonay,75,3.08,villes moyennes,3.87,3.17,2.88,2.65,3.07
35115,Fougères,223,3.08,villes moyennes,3.52,3.17,3.0,2.7,3.17
26198,Montélimar,460,3.08,villes moyennes,3.76,3.15,2.92,2.69,3.11
84089,Pertuis,34,3.07,villes moyennes,3.57,3.16,3.0,2.69,3.08
39198,Dole,72,3.07,villes moyennes,3.5,2.83,3.27,2.78,3.05
27681,Vernon,91,3.07,villes moyennes,3.89,2.84,2.88,2.79,3.08
46042,Cahors,85,3.06,villes moyennes,3.54,3.05,3.02,2.68,3.14
49099,Cholet,118,3.06,villes moyennes,3.98,2.78,2.89,2.63,3.18
34145,Lunel,34,3.05,villes moyennes,3.35,2.99,2.91,2.92,3.12
26281,Romans-sur-Isère,82,3.05,villes moyennes,3.77,2.8,2.87,2.79,3.1
15014,Aurillac,174,3.05,villes moyennes,3.76,2.96,3.07,2.56,3.09
49218,Montrevault-sur-Èvre,35,3.04,villes moyennes,3.35,3.05,2.88,2.91,3.11
58194,Nevers,153,3.04,villes moyennes,3.71,2.88,2.89,2.76,3.11
60612,Senlis,92,3.04,villes moyennes,3.12,3.05,3.17,2.74,3.17
40192,Mont-de-Marsan,105,3.04,villes moyennes,3.48,2.81,3.04,2.75,3.14
04070,Digne-les-Bains,160,3.04,villes moyennes,3.21,2.99,2.86,2.8,3.3
52121,Chaumont,59,3.03,villes moyennes,3.77,2.85,2.94,2.66,3.09
73011,Albertville,76,3.03,villes moyennes,3.31,2.82,3.01,2.99,3.03
25388,Montbéliard,93,3.03,villes moyennes,3.35,2.74,3.45,2.7,2.99
62510,Liévin,39,3.02,villes moyennes,3.06,3.15,2.94,2.88,3.09
77186,Fontainebleau,98,3.02,villes moyennes,3.71,2.65,3.08,2.66,3.11
31424,Plaisance-du-Touch,58,3.02,villes moyennes,2.8,2.85,2.85,3.0,3.38
79049,Bressuire,49,3.01,villes moyennes,2.96,3.16,2.83,2.81,3.25
57631,Sarreguemines,73,3.01,villes moyennes,3.41,2.99,2.97,2.81,2.99
38053,Bourgoin-Jallieu,103,3.01,villes moyennes,3.97,2.7,2.9,2.68,2.99
57672,Thionville,165,3.01,villes moyennes,3.64,2.97,2.99,2.64,3.01
01283,Oyonnax,60,3.0,villes moyennes,3.64,2.58,2.8,2.91,3.08
03190,Moulins,67,2.99,villes moyennes,3.64,2.98,2.84,2.64,3.04
59017,Armentières,69,2.98,villes moyennes,3.6,2.9,2.99,2.64,2.96
29039,Concarneau,56,2.97,villes moyennes,3.79,2.85,2.79,2.56,3.04
60463,Nogent-sur-Oise,23,2.96,villes moyennes,3.6,2.96,2.83,2.64,2.94
74256,Sallanches,31,2.95,villes moyennes,3.34,2.56,3.01,2.7,3.1
18279,Vierzon,32,2.95,villes moyennes,3.04,2.72,2.94,2.84,3.14
84087,Orange,10,2.95,villes moyennes,3.68,2.82,2.8,2.65,3.01
22093,Lamballe-Armor,69,2.94,villes moyennes,3.49,2.93,2.9,2.52,3.02
85047,Challans,122,2.94,villes moyennes,3.62,2.74,2.66,2.72,3.02
29151,Morlaix,130,2.94,villes moyennes,4.12,2.87,2.4,2.58,2.99
29232,Quimper,144,2.94,villes moyennes,3.66,3.02,2.94,2.4,2.94
84031,Carpentras,149,2.94,villes moyennes,3.45,3.05,2.87,2.6,2.94
03185,Montluçon,78,2.93,villes moyennes,3.82,3.08,2.87,2.4,2.86
38544,Vienne,72,2.93,villes moyennes,3.64,2.87,2.94,2.57,2.86
74081,Cluses,12,2.93,villes moyennes,3.29,2.85,2.82,2.89,2.89
71306,Montceau-les-Mines,18,2.93,villes moyennes,3.5,2.61,2.6,2.81,3.11
03310,Vichy,33,2.92,villes moyennes,3.61,2.77,2.79,2.61,2.96
78517,Rambouillet,180,2.92,villes moyennes,3.12,2.87,2.58,2.82,3.15
47157,Marmande,54,2.92,villes moyennes,3.71,2.99,2.95,2.33,2.92
74012,Annemasse,90,2.92,villes moyennes,3.53,2.89,2.94,2.61,2.85
14762,Vire Normandie,69,2.91,villes moyennes,3.63,2.83,2.81,2.59,2.89
71076,Chalon-sur-Saône,144,2.91,villes moyennes,3.62,2.47,2.81,2.73,2.97
81099,Gaillac,60,2.9,villes moyennes,3.72,2.62,2.58,2.7,3.02
77350,Ozoir-la-Ferrière,55,2.89,villes moyennes,2.62,2.98,2.81,2.82,3.11
61169,Flers,14,2.89,villes moyennes,3.55,2.68,2.91,2.51,2.93
42187,Roanne,79,2.88,villes moyennes,3.42,2.61,2.67,2.59,3.09
59526,Saint-Amand-les-Eaux,83,2.88,villes moyennes,3.21,2.91,2.75,2.59,2.99
77053,Brie-Comte-Robert,42,2.88,villes moyennes,2.47,2.83,2.94,2.85,3.13
74243,Saint-Julien-en-Genevois,32,2.87,villes moyennes,3.44,2.86,2.82,2.51,2.9
40088,Dax,36,2.87,villes moyennes,3.07,2.65,2.86,2.64,3.09
54329,Lunéville,119,2.87,villes moyennes,3.67,2.41,2.9,2.66,2.85
10387,Troyes,88,2.86,villes moyennes,4.04,2.49,2.65,2.52,2.85
34301,Sète,165,2.86,villes moyennes,3.49,2.54,3.04,2.66,2.74
71153,Le Creusot,63,2.86,villes moyennes,3.46,2.78,2.38,2.65,3.09
89024,Auxerre,167,2.86,villes moyennes,3.82,2.57,2.52,2.53,2.99
77305,Montereau-Fault-Yonne,51,2.85,villes moyennes,3.23,2.87,2.72,2.65,2.9
84054,L'Isle-sur-la-Sorgue,95,2.84,villes moyennes,3.46,2.79,2.73,2.51,2.89
81065,Castres,94,2.84,villes moyennes,3.2,2.68,2.72,2.64,3.0
74225,Rumilly,18,2.83,villes moyennes,4.12,2.68,2.31,2.53,2.8
74281,Thonon-les-Bains,103,2.83,villes moyennes,3.52,2.66,2.65,2.53,2.91
09225,Pamiers,77,2.8,villes moyennes,3.01,2.87,2.92,2.42,2.88
30007,Alès,103,2.8,villes moyennes,3.9,2.84,2.61,2.25,2.76
77284,Meaux,197,2.79,villes moyennes,3.98,2.58,2.39,2.4,2.83
16015,Angoulême,83,2.78,villes moyennes,3.69,2.53,2.54,2.42,2.88
14366,Lisieux,71,2.78,villes moyennes,3.43,2.89,2.45,2.47,2.86
76217,Dieppe,198,2.76,villes moyennes,3.41,2.62,2.74,2.4,2.82
02722,Soissons,108,2.76,villes moyennes,3.64,2.56,2.55,2.35,2.86
04112,Manosque,49,2.76,villes moyennes,3.32,2.78,2.71,2.37,2.81
49307,Loire-Authion,130,2.76,villes moyennes,2.9,2.77,2.67,2.49,2.99
76259,Fécamp,65,2.75,villes moyennes,3.54,2.52,2.57,2.48,2.8
55545,Verdun,12,2.74,villes moyennes,3.23,2.71,2.53,2.51,2.83
51230,Épernay,63,2.74,villes moyennes,3.28,2.73,2.74,2.42,2.73
13103,Salon-de-Provence,156,2.73,villes moyennes,3.26,2.49,2.67,2.47,2.84
49069,Orée d'Anjou,57,2.72,villes moyennes,2.89,2.52,2.65,2.61,2.91
82121,Montauban,377,2.71,villes moyennes,3.44,2.33,2.7,2.33,2.84
84035,Cavaillon,18,2.71,villes moyennes,3.57,2.29,2.54,2.48,2.79
62119,Béthune,84,2.7,villes moyennes,3.35,2.59,2.51,2.39,2.8
11262,Narbonne,308,2.68,villes moyennes,3.35,2.7,2.6,2.21,2.75
16102,Cognac,101,2.68,villes moyennes,3.77,2.51,2.33,2.3,2.76
59606,Valenciennes,97,2.67,villes moyennes,3.27,2.74,2.5,2.36,2.69
47001,Agen,120,2.67,villes moyennes,3.58,2.43,2.61,2.31,2.66
61001,Alençon,176,2.67,villes moyennes,3.26,2.46,2.56,2.33,2.82
28134,Dreux,45,2.67,villes moyennes,3.26,2.59,2.51,2.35,2.78
32013,Auch,82,2.66,villes moyennes,3.24,2.55,2.67,2.27,2.75
83107,Roquebrune-sur-Argens,55,2.65,villes moyennes,2.8,2.44,2.4,2.59,2.94
65440,Tarbes,306,2.65,villes moyennes,3.43,2.51,2.4,2.28,2.8
27229,Évreux,287,2.65,villes moyennes,3.36,2.53,2.44,2.26,2.79
19272,Tulle,11,2.65,villes moyennes,3.2,2.59,2.18,2.53,2.84
30028,Bagnols-sur-Cèze,16,2.64,villes moyennes,3.06,3.05,2.46,2.21,2.66
30032,Beaucaire,42,2.64,villes moyennes,2.86,2.15,2.79,2.64,2.71
24037,Bergerac,201,2.63,villes moyennes,3.03,2.35,2.49,2.4,2.86
62498,Lens,72,2.62,villes moyennes,3.22,2.45,2.49,2.37,2.69
05061,Gap,189,2.62,villes moyennes,3.36,2.19,2.39,2.42,2.77
77131,Coulommiers,45,2.62,villes moyennes,2.96,2.68,2.5,2.37,2.71
13063,Miramas,20,2.62,villes moyennes,2.58,2.86,2.31,2.42,2.89
43157,Le Puy-en-Velay,382,2.61,villes moyennes,3.51,2.43,2.59,2.22,2.57
2A004,Ajaccio,221,2.6,villes moyennes,3.27,2.54,2.45,2.17,2.73
83061,Fréjus,90,2.59,villes moyennes,3.17,2.44,2.26,2.29,2.81
55029,Bar-le-Duc,23,2.58,villes moyennes,3.13,2.32,2.58,2.27,2.71
13004,Arles,165,2.57,villes moyennes,3.32,2.25,2.35,2.34,2.69
97413,Saint-Leu,65,2.57,villes moyennes,3.09,1.88,2.13,2.78,2.78
88413,Saint-Dié-des-Vosges,89,2.56,villes moyennes,3.4,2.33,1.99,2.42,2.74
83050,Draguignan,59,2.54,villes moyennes,2.73,2.5,2.6,2.33,2.6
56178,Pontivy,16,2.53,villes moyennes,3.05,2.5,2.48,2.12,2.69
12202,Rodez,83,2.53,villes moyennes,3.04,2.34,2.26,2.33,2.7
25462,Pontarlier,249,2.51,villes moyennes,3.19,2.44,2.2,2.18,2.65
62427,Hénin-Beaumont,14,2.51,villes moyennes,2.91,2.48,2.34,2.42,2.5
13108,Tarascon,11,2.49,villes moyennes,2.57,2.32,2.62,2.38,2.62
38563,Voiron,131,2.48,villes moyennes,3.66,2.28,1.99,2.22,2.54
41194,Romorantin-Lanthenay,105,2.48,villes moyennes,2.81,2.25,2.4,2.27,2.69
02408,Laon,23,2.44,villes moyennes,3.27,2.21,2.02,2.2,2.64
2B033,Bastia,26,2.44,villes moyennes,2.98,2.49,2.33,2.0,2.55
80001,Abbeville,44,2.38,villes moyennes,2.81,2.27,2.36,2.07,2.5
91223,Étampes,55,2.29,villes moyennes,2.76,2.05,2.11,2.14,2.43
57227,Forbach,64,2.26,villes moyennes,2.62,1.99,2.23,2.08,2.41
57606,Saint-Avold,41,2.25,villes moyennes,3.09,2.12,1.89,1.96,2.4
11069,Carcassonne,488,2.2,villes moyennes,3.04,1.99,1.97,1.82,2.35
97412,Saint-Joseph,19,2.2,villes moyennes,2.26,1.88,2.07,2.17,2.48
34032,Béziers,71,2.2,villes moyennes,2.89,1.83,1.97,2.01,2.36
06083,Menton,50,2.17,villes moyennes,3.04,2.1,1.85,1.87,2.21
97422,Le Tampon,45,2.15,villes moyennes,2.87,1.81,1.62,2.12,2.39
59122,Cambrai,75,2.12,villes moyennes,2.35,1.94,1.99,1.92,2.39
01033,Valserhône,50,2.07,villes moyennes,2.3,1.98,1.82,1.98,2.3
97302,Cayenne,29,1.99,villes moyennes,2.23,1.59,1.6,1.94,2.37
59392,Maubeuge,16,1.98,villes moyennes,2.28,1.78,1.82,1.93,2.15
